artist,title,popularity,key
Angels & Airwaves,The War,1130,D Major
Britt Nicole,You,1129,D Major
Johann Pachelbel,Canon,1129,D Major
James Taylor,In My Mind I'm Going to Carolina,1128,D Major
Andrew W.K.,It's Time To Party,1127,D Major
Bon Jovi,You Give Love a Bad Name (live version),1127,D Major
Ashlee Simpson,Pieces of Me,1123,D Major
Eddie Vedder,Society (with Jerry Hannan),1123,D Major
David Gray,This Years Love,1122,D Major
Martina McBride,(I Never Promised You a) Rose Garden,1120,D Major
Neil Diamond,Play Me,1115,D Major
Chevelle,Saferwaters,1115,D Major
Listener,You Were a House on Fire,1114,D Major
Turin Brakes,Future Boy,1111,D Major
Mandisa,Say Goodbye,1109,D Major
Newsboys,We Believe,1108,D Major
Dishwalla,Counting Blue Cars,1108,D Major
The Hives,Tick Tick Boom,1108,D Major
Close Lobsters,Let's Make Some Plans,1106,D Major
Tech N9ne,Worldwide Choppers,1106,D Major
Oscar Peterson,Wave,1103,D Major
Deuce,America,1101,D Major
Clueso,Chicago,1100,D Major
The Florida Boys,When He Was On The Cross,1100,D Major
Clueso,Chicago,1100,D Major
Senses Fail,Calling All Cars,1099,D Major
Pearl Jam,Comatose,1099,D Major
The Who,Won’t Get Fooled Again (Cato remix),1098,D Major
Diddy - Dirty Money,Coming Home,1098,D Major
Velvet Revolver,Get Out the Door,1097,D Major
Audioslave,One and the Same,1097,D Major
Bring Me the Horizon,Pray for Plagues,1097,D Major
Five Finger Death Punch,Menace,1093,D Major
Chevelle,Brainiac,1092,D Major
REO Speedwagon,Time For Me To Fly,1089,D Major
Montgomery Gentry,What Do Ya Think About That,1087,D Major
Eiffel 65,Crazy,1085,D Major
Meat Loaf,I Would Anything for Love (But I Won’t Do That),1082,D Major
Coheed and Cambria,Everything Evil (live),1081,D Major
Green Jellÿ,I'm the Leader of the Gang,1081,D Major
Sum 41,Summer,1080,D Major
Bon Jovi,I’ll Be There for You,1080,D Major
The Marshall Tucker Band,Can’t You See,1080,D Major
Sublime,Badfish,1079,D Major
Velvet Revolver,The Last Fight,1078,D Major
Leroy Anderson,A Christmas Festival,1078,D Major
Miley Cyrus,Can't Be Tamed,1077,D Major
Muddy Waters,I Just Want to Make Love to You,1077,D Major
Jon Secada,If You Go,1074,D Major
Sarah McLachlan,Building a Mystery,1074,D Major
Grateful Dead,Hell in a Bucket,1068,D Major
Tina Charles,I Love To Love,1067,D Major
Liquid Tension Experiment,Acid Rain,1066,D Major
Atmosphere,Freefallin',1065,D Major
Grand Funk Railroad,Some Kind of Wonderful,1063,D Major
Sevendust,Live Again,1063,D Major
Sleipnir,Alkoholiker,1063,D Major
Gorillaz,On Melancholy Hill,1060,D Major
Andrew Lloyd Webber,Love Changes Everything,1060,D Major
James Taylor,Deck the Halls,1059,D Major
Hoodoo Gurus,Come Anytime,1058,D Major
Ramsey Lewis,The “In” Crowd,1058,D Major
Thirty Seconds to Mars,Up in the Air,1058,D Major
Jason Aldean,Tattoos on This Town,1056,D Major
Hilary Duff,Chasing the Sun,1056,D Major
Nickelback,Someone That You're With,1048,D Major
Evanescence,Breathe No More (Live),1047,D Major
Godsmack,Under Your Scars,1045,D Major
Mudvayne,Severed,1045,D Major
Trophy Scars,Nausea,1044,D Major
Dropkick Murphys,The Torch,1040,D Major
Beck,Youthless,1039,D Major
Widowspeak,Hard Times,1039,D Major
Sarah McLachlan,Building a Mystery (live),1039,D Major
Wolfgang Amadeus Mozart,"Ballet Music for Idomeneo, rè di Creta, K. 367: I. Chaconne: Allegro in D major - Larghetto in B-flat major - Allegro in D major",1039,D Major
Peter Gabriel,In Your Eyes,1038,D Major
Megadeth,Never Walk Alone… A Call to Arms,1034,D Major
Patricia Elaine Baumhardt,You Are My Shepherd,1030,D Major
Lady Lamb the Beekeeper,Spat Out Spit,1030,D Major
The Explosion,Here I Am,1025,D Major
Steve Miller Band,Sweet Maree,1025,D Major
Vampire Weekend,A‐Punk,1011,D Major
Rush,Free Will,1010,D Major
Niccolò Paganini,24 Caprices Op. 1: No. 20 in D major,1010,D Major
Rush,Free Will,1010,D Major
Jet,Rollover D.J.,1008,D Major
Pedro the Lion,Second Best,1007,D Major
Asia,Bury Me in Willow,1007,D Major
Fall Out Boy,Disloyal Order of Water Buffaloes,1005,D Major
Blind Faith,Well All Right,1003,D Major
Staind,Raw,1003,D Major
Trophy Scars,Bad Dreams,1002,D Major
Alice Merton,No Roots,1002,D Major
The Chainsmokers,Paris,999,D Major
Toby Keith,High Maintenance Woman,997,D Major
James Taylor,Carolina in My Mind (live),996,D Major
Meghan Trainor,Better When I'm Dancin',995,D Major
The Antlers,Bear,994,D Major
Have Mercy,Let's Talk About Your Hair,994,D Major
The Moody Blues,I'm Just a Singer (In a Rock and Roll Band),991,D Major
Saving Jane,Girl Next Door,990,D Major
The Moody Blues,The Morning: Another Morning,989,D Major
Demi Lovato,Sorry Not Sorry,985,D Major
Vertical Horizon,One of You,978,D Major
Franz Schubert,Symphony No. 8 'Unfinished',977,D Major
Rascal Flatts,Bob That Head,976,D Major
The Moody Blues,The Actor,972,D Major
Sheryl Crow,My Favorite Mistake,971,D Major
French Montana,Pop That (Explicit),963,D Major
Stephen Sondheim,Being Alive,963,D Major
Rodney Atkins,Cleaning This Gun (Come on in Boy),963,D Major
Cage the Elephant,Mess Around,963,D Major
Marilyn Manson,Arma-Goddamn-Motherfuckin-Geddon,961,D Major
M83,Midnight City,961,D Major
The Moody Blues,Bless the Wings (That Bring You Back),959,D Major
Boston,Hollyann,957,D Major
ONE OK ROCK,Nothing Helps,957,D Major
The Vandals,Urban Struggle,957,D Major
George Winston,Where Are You Now,954,D Major
Barry Manilow,If I Should Love Again,953,D Major
Cavalera Conspiracy,Warlord,952,D Major
The Naked and Famous,No Way,950,D Major
Chris Brown,Take You Down,950,D Major
John Lennon,Instant Karma (We All Shine On),950,D Major
Mott the Hoople,All the Young Dudes,950,D Major
The Bangles,Walk Like an Egyptian,944,D Major
One Direction,One Thing,940,D Major
Dropkick Murphys,Dirty Glass,937,D Major
Bob Dylan,"If You See Her, Say Hello",934,D Major
The Photo Atlas,Red Orange Yellow,931,D Major
Bluejuice,Act Yr Age,928,D Major
CSS,Rat Is Dead,927,D Major
Skyclad,Cardboard City,924,D Major
Candlebox,You,924,D Major
blink‐182,Left Alone,923,D Major
Bring Me the Horizon,Traitors Never Play Hang-Man.,921,D Major
Seether,Fade Out,920,D Major
KISS,I Love It Loud,920,D Major
Scott Stapp,The Great Divide,920,D Major
Carl Douglas,Kung Fu Fighting,918,D Major
Bob Dylan,"Lily, Rosemary and the Jack of Hearts",917,D Major
Brownsville Station,I'm the Leader of the Gang,914,D Major
Ashlee Simpson,La la,911,D Major
Seether,Given,908,D Major
Gipsy Kings,La dona (live),903,D Major
Good Charlotte,40 Oz. Dream,903,D Major
Vlks,The Richard Cobden,903,D Major
Alanis Morissette,Head Over Feet,901,D Major
Dude 'n Nem,Watch My Feet,900,D Major
The Rolling Stones,Jumpin’ Jack Flash (live),899,D Major
Styx,Lady ’95,898,D Major
Red Rider,Lunatic Fringe,896,D Major
Joseph Haydn,Symphony no. 104 in D major,891,D Major
Sugarland,Down in Mississippi (Up to No Good),891,D Major
Dream Theater,The Crimson Sunrise,890,D Major
Andrew Lloyd Webber,I Don't Know How to Love Him (Jesus Christ Superstar),890,D Major
Sixx:A.M.,Gotta Get It Right,889,D Major
"Crosby, Stills & Nash",Teach Your Children,887,D Major
Blondie,One Way or Another,887,D Major
Oingo Boingo,Weird Science,887,D Major
Oasis,All Around the World (reprise),886,D Major
Jimmy Buffett,Cheeseburger in Paradise,885,D Major
Scott Stapp,You Will Soar,882,D Major
The Wallflowers,Birdcage Babybird,881,D Major
The Moody Blues,Legend of a Mind,881,D Major
Drake,Headlines,879,D Major
Arnold Schönberg,"Concerto for Cello & Orchestra: II. Andante, alla marcia",876,D Major
Brooks & Dunn,Hillbilly Deluxe,875,D Major
Big & Rich,Big Time,869,D Major
The Doors,Roadhouse Blues,868,D Major
Big & Rich,Loud,867,D Major
Rusko,Somebody to Love (Sigma remix),866,D Major
Slayer,Crionics,865,D Major
Death Cab for Cutie,You Are a Tourist,864,D Major
Vlks,Day Of Bees,863,D Major
Grateful Dead,When Push Comes to Shove,862,D Major
Arlo Guthrie,Alice's Restaurant (The Massacree Revisited),861,D Major
Apink,LUV (Inst.),861,D Major
John Lennon,Power to the People,861,D Major
Soulja Boy Tell ’Em,Kiss Me Thru the Phone,856,D Major
Chris Thomas King,Why Blues,856,D Major
Avicii,Wake Me Up (instrumental),854,D Major
Santana,The Game of Love,854,D Major
J Dilla,Front Street,853,D Major
Dropkick Murphys,Prisoner’s Song,852,D Major
U2,When I Look at the World,849,D Major
Big & Rich,Comin' to Your City,845,D Major
Fall Out Boy,Hum Hallelujah,844,D Major
John Mayall,Nature’s Disappearing,842,D Major
Harry Styles,Fine Line,830,D Major
Creed,Are You Ready?,830,D Major
The Moody Blues,Eyes of a Child,829,D Major
Elvis Presley,Burning Love,826,D Major
Bowling for Soup,Girl All the Bad Guys Want,825,D Major
The Vaccines,If You Wanna,824,D Major
They Might Be Giants,They’ll Need a Crane,819,D Major
Fall Out Boy,Grand Theft Autumn-Where Is Your Boy,818,D Major
The Moody Blues,One More Time to Live,817,D Major
Radiohead,Faust Arp,816,D Major
Lynyrd Skynyrd,What's Your Name,814,D Major
Luis Fonsi,Despacito (version Pop),813,D Major
Styx,Haven’t We Been Here Before,812,D Major
Jethro Tull,The Witch’s Promise,809,D Major
Elvis Presley,Don't Be Cruel,807,D Major
The Maranatha! Singers,He Has Made Me Glad,807,D Major
Oasis,Magic Pie,806,D Major
The Peter Malick Group,New York City,805,D Major
Joy Division,New Dawn Fades,804,D Major
The Cars,Good Times Roll,803,D Major
Marcy Playground,Sex and Candy,802,D Major
James Taylor,Auld Lang Syne,800,D Major
Jonas Brothers,Burnin' Up,799,D Major
Taking Back Sunday,You're So Last Summer,796,D Major
T.I.,Live Your Life,796,D Major
The Who,It’s a Boy,795,D Major
Ta-ku,DAY 30,795,D Major
The Vandals,Change the World With My Hockey Stick,794,D Major
Less Than Jake,Bridge and Tunnel Authority,791,D Major
Najee,Embrace,787,D Major
Hootie & the Blowfish,Show Me Your Heart,783,D Major
David Guetta,Sexy Chick,782,D Major
Jaci Velásquez,If This World,782,D Major
Led Zeppelin,Going to California,781,D Major
The Vandals,Euro-Barge,781,D Major
Oasis,"I Hope, I Think, I Know",780,D Major
Arnold Schönberg,Concerto for Cello & Orchestra: III. Tempo di Minuetto,775,D Major
Olivia Newton‐John,Wrap Me in Your Arms,773,D Major
Kraftwerk,Neon Lights,772,D Major
Arnold Schönberg,Concerto for Cello & Orchestra: I. Allegro moderato,772,D Major
Jaci Velásquez,Every Time I Fall,771,D Major
George Benson,Affirmation,770,D Major
Yes,Astral Traveller,769,D Major
Creedence Clearwater Revival,Up Around the Bend,768,D Major
Kaiser Chiefs,Everything Is Average Nowadays,767,D Major
Santana,Jingo,766,D Major
Jaci Velásquez,God So Loved,762,D Major
The Vandals,People That Are Going to Hell,762,D Major
The Beach Boys,Surfer Girl,762,D Major
The Cranberries,Linger,762,D Major
The Vandals,"I Know, Huh?",759,D Major
Grand Funk Railroad,We're an American Band,758,D Major
The Smiths,The Boy with the Thorn in His Side,756,D Major
The Who,Substitute,755,D Major
T.I.,Live Your Life (instrumental),755,D Major
Kaiser Chiefs,I Can Do It Without You,755,D Major
Norah Jones,Wish I Could,753,D Major
Kevin Rudolf,Let It Rock,752,D Major
The Spinners,It’s a Shame,751,D Major
The Vandals,Go,750,D Major
Feist,1234,747,D Major
Roy Buchanan,Ain’t No Business,744,D Major
Jaci Velásquez,We Can Make a Difference,743,D Major
Grand Funk Railroad,I'm Your Captain,743,D Major
The Wallflowers,Mourning Train,742,D Major
Sheryl Crow,Sweet Child o' Mine,741,D Major
Aaron Copland,Rodeo: Hoedown,741,D Major
The Cars,You’re All I’ve Got Tonight,740,D Major
Papa Roach,Help,738,D Major
Sheryl Crow,Strong Enough,738,D Major
Van Morrison,What’s Wrong With This Picture?,736,D Major
Alan Parsons,Sirius - Eye in the Sky,735,D Major
R.E.M.,A Month of Saturdays,734,D Major
Jessie Ware,Running (Disclosure remix),732,D Major
Wolfgang Amadeus Mozart,The Marriage Of Figaro,729,D Major
Cleveland Quartet,"Quartet in D major, op. 76 no. 5: I. Allegretto – Allegro",728,D Major
The Wallflowers,Murder 101,728,D Major
T-Ski Valley,Catch the Beat,727,D Major
Hootie & the Blowfish,Sad Caper,726,D Major
郎朗,"Piano Sonata No. 3 in B minor, Op. 58: I. Allegro maestoso",724,D Major
XXXTENTACION,Revenge,724,D Major
Panic! at the Disco,Bittersweet,720,D Major
Heart,Straight On,719,D Major
Hellyeah,Love Falls,718,D Major
The Marshall Tucker Band,Heard It in a Love Song,713,D Major
Five Finger Death Punch,Got Your Six,712,D Major
The Smashing Pumpkins,Quasar,711,D Major
War,Slippin’ Into Darkness,707,D Major
+44,Baby Come On,706,D Major
Suede,Animal Nitrate,706,D Major
The Tabernacle Choir at Temple Square,Hallelujah (From “Messiah”),705,D Major
Collective Soul,The World I Know,704,D Major
XXXTENTACION,NUMB,703,D Major
Jane’s Addiction,End to the Lies,702,D Major
The Moody Blues,The Land of Make‐Believe,701,D Major
George Michael,Last Christmas,696,D Major
Gary Low,I Want You,695,D Major
郎朗,"Piano Sonata No. 3 in B minor, Op. 58: II. Scherzo. Molto vivace",695,D Major
M. Ward,Bean Vine Blues #2,694,D Major
Shinobu,Shoot the Sky Down,694,D Major
Papa Roach,Lifeline,693,D Major
“Weird Al” Yankovic,King of Suede,690,D Major
In This Moment,Blood,689,D Major
Sheryl Crow,Love Is Free,689,D Major
P.O.D.,This Goes Out to You,689,D Major
郎朗,"Piano Sonata no. 3 in B minor, op. 58: III. Largo",688,D Major
The Paul Butterfield Blues Band,East-West,685,D Major
Sheryl Crow,Lullaby for Wyatt,685,D Major
Kaiser Chiefs,Highroyds,684,D Major
Leonard Cohen,One of Us Cannot Be Wrong,684,D Major
John Lennon,Nobody Told Me,683,D Major
The Wallflowers,Letters From the Wasteland,683,D Major
DEVO,Space Junk,683,D Major
Boston,We Can Make It,679,D Major
Angry Samoans,Steak Knife,679,D Major
Eagles,Seven Bridges Road,675,D Major
George Benson,Every Time You Go Away,674,D Major
John Lennon,Happy Xmas (War is Over),672,D Major
郎朗,"Piano Sonata No. 3 in B minor, Op. 58: IV. Finale (Presto non tanto)",672,D Major
Al Jarreau,Fallin',670,D Major
Rod Stewart,Twistin’ the Night Away (album version),665,D Major
Lynyrd Skynyrd,Saturday Night Special,664,D Major
Phil Collins,Son of Man,664,D Major
"¡Forward, Russia!",Nine,664,D Major
Ill Niño,Me gusta la soledad,662,D Major
Britney Spears,Born to Make You Happy,660,D Major
Papa Roach,American Dreams,659,D Major
Carly Simon,Summer’s Coming Around Again,658,D Major
Bastille,Blame,655,D Major
Sara Bareilles,Opening Up,651,D Major
Arctic Monkeys,This House Is a Circus,650,D Major
Stevie Ray Vaughan and Double Trouble,Tin Pan Alley (aka Roughest Place in Town),648,D Major
Jack Johnson,Sexy Plexi,647,D Major
Jethro Tull,Bungle in the Jungle,646,D Major
Meghan Trainor,ALL THE WAYS,645,D Major
U2,"Pride (In the Name of Love) (live in Edmonton, 1997)",643,D Major
Shakira,Waka Waka,642,D Major
Five Finger Death Punch,Sham Pain,642,D Major
Blue Öyster Cult,(Don't Fear) The Reaper (live),641,D Major
The Who,Christmas,641,D Major
Loverboy,Working For The Weekend,640,D Major
Kaiser Chiefs,Coming Home,639,D Major
The Beatles,Why Don't We Do It in the Road?,639,D Major
The Black Keys,Mind Eraser,638,D Major
Rise Against,Entertainment,636,D Major
“Weird Al” Yankovic,That Boy Could Dance,635,D Major
Fall Out Boy,Thriller,635,D Major
Bill Anderson,Deck of Cards,633,D Major
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,633,D Major
Arctic Monkeys,Balaclava,632,D Major
Paul Simon,Some Folks’ Lives Roll Easy,632,D Major
Fall Out Boy,I Slept With Someone in Fall Out Boy and All I Got Was This Stupid Song Written About Me,631,D Major
The Wallflowers,I’m Looking Through You,630,D Major
Matchbox Twenty,Back 2 Good,629,D Major
Ian & Sylvia,The Renegade,629,D Major
Jeff Buckley,Last Goodbye,629,D Major
M.I.A.,Paper Planes,627,D Major
Parkway Drive,Vice Grip,627,D Major
Lady Gaga,John Wayne,624,D Major
Bullet for My Valentine,Over It,623,D Major
Buckcherry,A Child Called “it”,623,D Major
Ian & Sylvia,Circle Game,619,D Major
Judas Priest,Metal Gods,619,D Major
Paramore,Pressure,617,D Major
Elvis Presley,Good Luck Charm,616,D Major
Papa Roach,Break the Fall,615,D Major
Kaiser Chiefs,Coming Home (radio edit),614,D Major
Keith Urban,The Fighter,613,D Major
Macy Gray,I Try,611,D Major
Dr. Hook,Freakin' at the Freaker's Ball,610,D Major
Matchbox Twenty,Last Beautiful Girl,610,D Major
Fat Boys,The Fat Boys Are Back,608,D Major
Lindsey Stirling,Brave Enough,608,D Major
Jason Aldean,Dirt to Dust,608,D Major
Nina Simone,Sinnerman,607,D Major
The Who,"Anyway, Anyhow, Anywhere",605,D Major
Slipknot,Vendetta,605,D Major
Sam Roberts Band,We're All in This Together,604,D Major
Audioslave,Heavens Dead,603,D Major
Scissor Sisters,I Don't Feel Like Dancin',601,D Major
Rod Stewart,Some Guys Have All the Luck,601,D Major
Drivin’ N’ Cryin’,Paid in Full,601,D Major
Chris Eaton,Take My Heart Away,601,D Major
Cheap Trick,Oh Candy,601,D Major
Drivin’ N’ Cryin’,Keepin' It Close to My Heart,601,D Major
Slipknot,Disasterpiece,600,D Major
Lupe Fiasco,Out of My Head,598,D Major
Pitbull,We Are One (Ole Ola) (The 2014 FIFA World Cup Official Song),598,D Major
Nickelback,Saturday Night's Alright (for Fighting),598,D Major
Buckcherry,Don’t Go Away,598,D Major
Santana,Every Day I Have the Blues,597,D Major
The Allman Brothers Band,Rockin’ Horse,597,D Major
Coldplay,Something Just Like This,597,D Major
Limp Bizkit,Gimme the Mic,595,D Major
Ryan Cabrera,"Sit Back, Relax",594,D Major
Ryan Cabrera,"Sit Back, Relax",594,D Major
Santana,Aqua Marine,593,D Major
Styx,Lorelei,593,D Major
Fall Out Boy,Love Will Tear Us Apart,593,D Major
Rod Stewart,You Wear It Well,592,D Major
Elton John,Step Into Christmas,591,D Major
Lifehouse,Cling and Clatter,591,D Major
Daft Punk,Human After All (Sebastian remix),591,D Major
Maroon 5,Harder to Breathe,591,D Major
Secret Service,Cry Softly (Time Is Mourning),591,D Major
Tool,Hush (demo),590,D Major
Edgar Winter,Easy Street,589,D Major
Shadowfax,New Electric India,588,D Major
Rednex,The Chase,588,D Major
Wings,Mull of Kintyre,587,D Major
Theory of a Deadman,Straight Jacket,584,D Major
Ella Fitzgerald,Hark! The Herald Angels,584,D Major
Dave Koz,Beneath the Moonlit Sky,583,D Major
Wolfgang Amadeus Mozart,"Rondo in D major, KV 485",583,D Major
The Smashing Pumpkins,Pale Horse,583,D Major
The Futureheads,Trying Not to Think About Time,583,D Major
Lindsey Stirling,Hold My Heart,582,D Major
Green Day,Warning,581,D Major
"Blood, Sweat & Tears","Variations on a Theme by Erik Satie (1st Movement, Adapted From “Trois Gymnopedies”)",581,D Major
The Hurricanes,Only One Night,580,D Major
Evanescence,Never Go Back,580,D Major
OK Go,Do What You Want,579,D Major
Rod Stewart,True Blue,578,D Major
Jewel,Standing Still,578,D Major
Chavez,The Bully Boys,577,D Major
Skillet,Better Than Drugs,577,D Major
Jack Johnson,It's All Understood,577,D Major
The Chainsmokers,Something Just Like This,576,D Major
The Smashing Pumpkins,The Chimera,576,D Major
Lindsey Stirling,Lost Girls,575,D Major
The Smashing Pumpkins,My Love Is Winter,575,D Major
Santana,Gypsy Queen,575,D Major
John Mayall,Country Road,575,D Major
Rod Stewart,Twistin' the Night Away,573,D Major
Ace Hood,Hustle Hard (remix),573,D Major
Savoy Brown,Doin’ Fine,572,D Major
Fall Out Boy,XO,571,D Major
Asia,My Own Time (I’ll Do What I Want),571,D Major
Drivin’ N’ Cryin’,I've Got a Message,570,D Major
Warren Zevon,Roland the Headless Thompson Gunner,570,D Major
The National,Guilty Party,569,D Major
